0.,-9.e-6,0.,9.e-6,0.,-8.e-6,-0.000015,-0.001705,0.000045,0.001704,0.000022,-0.001637,-0.003,-0.170549,0.004547,0.17041,0.002196,-0.163667,-0.3
0.01,-0.000034,1.e-6,0.000034,0.,-0.000033,-0.00006,-0.003411,0.000091,0.003408,0.000044,-0.003273,-0.006,-0.170549,0.004547,0.17041,0.002196,-0.163667,-0.3
0.02,-0.000077,2.e-6,0.000077,1.e-6,-0.000074,-0.000135,-0.005116,0.000136,0.005112,0.000066,-0.00491,-0.009,-0.170549,0.004547,0.17041,0.002196,-0.163667,-0.3
0.03,-0.000136,4.e-6,0.000136,2.e-6,-0.000131,-0.00024,-0.006822,0.000182,0.006816,0.000088,-0.006547,-0.012,-0.170549,0.004547,0.17041,0.002196,-0.163667,-0.3
0.04,-0.000213,6.e-6,0.000213,3.e-6,-0.000205,-0.000375,-0.008527,0.000227,0.008521,0.00011,-0.008183,-0.015,-0.170549,0.004547,0.17041,0.002196,-0.163667,-0.3
0.05,-0.000307,8.e-6,0.000307,4.e-6,-0.000295,-0.00054,-0.010233,0.000273,0.010225,0.000132,-0.00982,-0.018,-0.170549,0.004547,0.17041,0.002196,-0.163667,-0.3
0.06,-0.000418,0.000011,0.000418,5.e-6,-0.000401,-0.000735,-0.011938,0.000318,0.011929,0.000154,-0.011457,-0.021,-0.170549,0.004547,0.17041,0.002196,-0.163667,-0.3
0.07,-0.000546,0.000015,0.000545,7.e-6,-0.000524,-0.00096,-0.013644,0.000364,0.013633,0.000176,-0.013093,-0.024,-0.170549,0.004547,0.17041,0.002196,-0.163667,-0.3
0.08,-0.000691,0.000018,0.00069,9.e-6,-0.000663,-0.001215,-0.015349,0.000409,0.015337,0.000198,-0.01473,-0.027,-0.170549,0.004547,0.17041,0.002196,-0.163667,-0.3
0.09,-0.000853,0.000023,0.000852,0.000011,-0.000818,-0.0015,-0.017055,0.000455,0.017041,0.00022,-0.016367,-0.03,-0.170549,0.004547,0.17041,0.002196,-0.163667,-0.3
0.1,-0.001032,0.000028,0.001031,0.000013,-0.00099,-0.001815,-0.01876,0.0005,0.018745,0.000242,-0.018003,-0.033,-0.170549,0.004547,0.17041,0.002196,-0.163667,-0.3
0.11,-0.001228,0.000033,0.001227,0.000016,-0.001178,-0.00216,-0.020466,0.000546,0.020449,0.000264,-0.01964,-0.036,-0.170549,0.004547,0.17041,0.002196,-0.163667,-0.3
0.12,-0.001441,0.000038,0.00144,0.000019,-0.001383,-0.002535,-0.022171,0.000591,0.022153,0.000286,-0.021277,-0.039,-0.170549,0.004547,0.17041,0.002196,-0.163667,-0.3
0.13,-0.001671,0.000045,0.00167,0.000022,-0.001604,-0.00294,-0.023877,0.000637,0.023857,0.000307,-0.022913,-0.042,-0.170549,0.004547,0.17041,0.002196,-0.163667,-0.3
0.14,-0.001919,0.000051,0.001917,0.000025,-0.001841,-0.003375,-0.025582,0.000682,0.025562,0.000329,-0.02455,-0.045,-0.170549,0.004547,0.17041,0.002196,-0.163667,-0.3
0.15,-0.002183,0.000058,0.002181,0.000028,-0.002095,-0.00384,-0.027288,0.000727,0.027266,0.000351,-0.026187,-0.048,-0.170549,0.004547,0.17041,0.002196,-0.163667,-0.3
0.16,-0.002464,0.000066,0.002462,0.000032,-0.002365,-0.004335,-0.028993,0.000773,0.02897,0.000373,-0.027823,-0.051,-0.170549,0.004547,0.17041,0.002196,-0.163667,-0.3
0.17,-0.002763,0.000074,0.002761,0.000036,-0.002651,-0.00486,-0.030699,0.000818,0.030674,0.000395,-0.02946,-0.054,-0.170549,0.004547,0.17041,0.002196,-0.163667,-0.3
0.18,-0.003078,0.000082,0.003076,0.00004,-0.002954,-0.005415,-0.032404,0.000864,0.032378,0.000417,-0.031097,-0.057,-0.170549,0.004547,0.17041,0.002196,-0.163667,-0.3
0.19,-0.003411,0.000091,0.003408,0.000044,-0.003273,-0.006,-0.03411,0.000909,0.034082,0.000439,-0.032733,-0.06,-0.170549,0.004547,0.17041,0.002196,-0.163667,-0.3
0.2,-0.003761,0.0001,0.003758,0.000048,-0.003609,-0.006615,-0.035815,0.000955,0.035786,0.000461,-0.03437,-0.063,-0.170549,0.004547,0.17041,0.002196,-0.163667,-0.3
0.21,-0.004127,0.00011,0.004124,0.000053,-0.003961,-0.00726,-0.037521,0.001,0.03749,0.000483,-0.036007,-0.066,-0.170549,0.004547,0.17041,0.002196,-0.163667,-0.3
0.22,-0.004511,0.00012,0.004507,0.000058,-0.004329,-0.007935,-0.039226,0.001046,0.039194,0.000505,-0.037643,-0.069,-0.170549,0.004547,0.17041,0.002196,-0.163667,-0.3
0.23,-0.004912,0.000131,0.004908,0.000063,-0.004714,-0.00864,-0.040932,0.001091,0.040898,0.000527,-0.03928,-0.072,-0.170549,0.004547,0.17041,0.002196,-0.163667,-0.3
0.24,-0.00533,0.000142,0.005325,0.000069,-0.005115,-0.009375,-0.042637,0.001137,0.042603,0.000549,-0.040917,-0.075,-0.170549,0.004547,0.17041,0.002196,-0.163667,-0.3
